"customer_key","customer_number","customer_name","customer_age","customer_type","active_months","total_sales","total_quantity","last_order","days_since_last_order","average_order_value","average_monthly_spend"
10935,AW00021934,Jennifer Cox,61,NEW,1,10,1,2013-08-19,22,10.00,10.00
10936,AW00021935,Victoria Simmons,55,NEW,1,39,3,2014-01-02,8,39.00,39.00
10937,AW00021936,Emma Reed,55,NEW,1,100,4,2013-09-01,9,100.00,100.00
10938,AW00021937,Morgan Ross,55,NEW,1,1134,3,2013-12-05,5,1134.00,1134.00
10939,AW00021938,Savannah Hall,55,NEW,1,15,2,2013-08-13,28,15.00,15.00
10940,AW00021939,Thomas Roberts,55,VIP,27,4163,4,2013-04-09,1,2081.50,154.19
10941,AW00021940,Alejandro Sharma,60,NEW,1,571,4,2013-03-21,20,571.00,571.00
10942,AW00021941,Gail Moore,62,NEW,1,1174,2,2013-12-01,9,1174.00,1174.00
10943,AW00021942,Julia Roberts,61,NEW,1,575,2,2013-03-04,6,575.00,575.00
10944,AW00021943,Cindy Mehta,50,VIP,19,4625,2,2013-10-05,5,2312.50,243.42
10945,AW00021944,Daisy Jim├®nez,45,VIP,19,4714,4,2013-10-08,2,2357.00,248.11
10946,AW00021945,Pearlie Rusek,40,VIP,20,4886,2,2013-10-19,22,2443.00,244.30
10947,AW00021946,Michele Deng,51,VIP,21,4660,4,2013-11-16,24,2330.00,221.90
10948,AW00021947,Diane Romero,50,VIP,20,4633,3,2013-11-05,5,2316.50,231.65
10949,AW00021948,Ann Madan,51,VIP,21,4886,2,2013-11-03,7,2443.00,232.67
10950,AW00021949,Clayton Chavez,45,VIP,21,4660,3,2013-11-25,15,2330.00,221.90
10951,AW00021950,Armando Hernandez,51,VIP,21,4900,4,2013-11-26,14,2450.00,233.33
10952,AW00021951,Orlando Hernandez,44,VIP,21,4923,4,2013-11-14,26,2461.50,234.43
10953,AW00021952,Latasha Vazquez,52,NEW,1,99,4,2013-05-28,13,99.00,99.00
10954,AW00021953,Marvin Vazquez,52,NEW,1,35,1,2013-04-21,19,35.00,35.00
10955,AW00021954,Yolanda Andersen,47,NEW,1,35,1,2013-12-31,10,35.00,35.00
10956,AW00021955,Jenny Ferrier,50,VIP,21,4900,4,2013-11-22,18,2450.00,233.33
10957,AW00021956,Jay Kapoor,50,VIP,20,4633,3,2013-11-09,1,2316.50,231.65
10958,AW00021957,Kathryn Shen,51,VIP,21,4919,3,2013-11-28,12,2459.50,234.24
10959,AW00021958,Mallory Blanco,50,VIP,20,4697,5,2013-11-22,18,2348.50,234.85
10960,AW00021959,Jimmy Dominguez,50,VIP,20,4703,5,2013-11-09,1,2351.50,235.15
10961,AW00021960,Dawn Liu,53,NEW,1,40,2,2013-09-13,27,40.00,40.00
10962,AW00021961,Chelsea Garcia,47,NEW,1,42,3,2013-03-02,8,42.00,42.00
10963,AW00021962,Kristi Smith,53,NEW,1,35,1,2013-02-27,11,35.00,35.00
10964,AW00021963,Jacquelyn Serrano,47,NEW,1,40,2,2013-05-05,5,40.00,40.00
10965,AW00021964,Devon Nara,52,NEW,1,104,3,2013-09-22,18,104.00,104.00
10966,AW00021965,Bethany Raheem,53,NEW,1,99,4,2013-11-17,23,99.00,99.00
10967,AW00021966,Ross Sai,53,VIP,20,4660,3,2013-11-26,14,2330.00,233.00
10968,AW00021967,Charles Sanders,55,NEW,1,124,4,2013-11-30,10,124.00,124.00
10969,AW00021968,Jaime Deng,51,VIP,20,4723,5,2013-11-22,18,2361.50,236.15
10970,AW00021969,Latoya Deng,52,VIP,20,4760,7,2013-11-27,13,2380.00,238.00
10971,AW00021970,Jada Rivera,39,NEW,1,32,2,2013-11-15,25,32.00,32.00
10972,AW00021971,Warren Shan,56,NEW,1,32,2,2013-07-12,29,32.00,32.00
10973,AW00021972,Mandy She,50,NEW,1,40,3,2013-05-28,13,40.00,40.00
10974,AW00021973,Janet Vazquez,56,NEW,1,57,2,2013-11-26,14,57.00,57.00
10975,AW00021974,Whitney Suri,39,VIP,19,4924,5,2013-11-20,20,2462.00,259.16
10976,AW00021975,Alfredo Ruiz,52,NEW,1,86,2,2013-12-28,13,86.00,86.00
10977,AW00021976,Jacqueline Torres,57,VIP,19,4198,3,2013-10-17,24,2099.00,220.95
10978,AW00021977,Phillip Malhotra,56,NEW,1,75,3,2013-06-11,29,75.00,75.00
10979,AW00021978,Tracy Deng,53,NEW,1,37,2,2013-04-22,18,37.00,37.00
10980,AW00021979,Philip Gutierrez,52,VIP,18,3937,3,2013-10-06,4,1968.50,218.72
10981,AW00021980,Beth Moreno,58,VIP,19,4334,6,2013-10-21,20,2167.00,228.11
10982,AW00021981,Isabella Henderson,53,NEW,1,76,2,2013-11-10,0,76.00,76.00
10983,AW00021982,Deborah Lal,59,VIP,18,3883,2,2013-10-12,29,1941.50,215.72
10984,AW00021983,Glenn Liang,59,VIP,20,4144,2,2013-11-11,29,2072.00,207.20
10985,AW00021984,Kristy Suarez,54,VIP,19,4175,5,2013-11-02,8,2087.50,219.74
10986,AW00021985,Eddie Torres,59,VIP,20,3937,3,2013-11-10,0,1968.50,196.85
10987,AW00021986,Kristi Chapman,60,VIP,20,3883,2,2013-11-14,26,1941.50,194.15
10988,AW00021987,Theodore Dominguez,54,VIP,19,4639,4,2013-11-08,2,2319.50,244.16
10989,AW00021988,Alisha Zhao,55,NEW,1,35,1,2013-11-22,18,35.00,35.00
10990,AW00021989,Erik Jimenez,55,NEW,1,35,1,2013-03-26,15,35.00,35.00
10991,AW00021990,Alejandro Rai,49,NEW,1,99,4,2013-04-06,4,99.00,99.00
10992,AW00021991,Teresa Gill,54,NEW,1,121,5,2014-01-22,19,121.00,121.00
10993,AW00021992,Alejandro Zhang,54,NEW,1,184,5,2013-12-28,13,184.00,184.00
10994,AW00021993,Craig Sanz,44,NEW,1,75,3,2013-03-08,2,75.00,75.00
10995,AW00021994,Natasha Ruiz,61,VIP,20,4660,3,2013-11-21,19,2330.00,233.00
10996,AW00021995,Kathryn Raji,58,NEW,1,35,1,2013-08-17,24,35.00,35.00
10997,AW00021996,Amy Gao,58,VIP,20,3947,5,2013-11-20,20,1973.50,197.35
10998,AW00021997,Dennis Xu,62,NEW,1,40,2,2013-11-03,7,40.00,40.00
10999,AW00021998,Erik Hernandez,61,NEW,1,57,2,2013-07-14,27,57.00,57.00
11000,AW00021999,Julia Barnes,56,VIP,19,4921,3,2013-10-29,12,2460.50,259.00
11001,AW00022000,Cynthia Chandra,56,VIP,19,4664,5,2013-11-02,8,2332.00,245.47
11002,AW00022001,Gregory Chander,62,NEW,1,75,3,2013-05-04,6,75.00,75.00
11003,AW00022002,Kristen Chen,83,NEW,1,79,2,2013-08-29,12,79.00,79.00
11004,AW00022003,Jill Navarro,83,NEW,1,57,2,2013-07-07,3,57.00,57.00
11005,AW00022004,Meghan Ortega,59,VIP,19,3918,3,2013-10-29,12,1959.00,206.21
11006,AW00022005,Pamela Mehta,60,NEW,1,135,4,2013-12-27,14,135.00,135.00
11007,AW00022006,Jon Nara,60,NEW,1,42,3,2013-03-18,23,42.00,42.00
11008,AW00022007,Kaylee Hernandez,43,NEW,1,45,2,2013-12-10,0,45.00,45.00
11009,AW00022008,Alisha Ye,45,VIP,34,4141,5,2013-12-09,1,2070.50,121.79
11010,AW00022009,Ross Alvarez,45,NEW,1,10,1,2013-03-18,23,10.00,10.00
11011,AW00022010,Henry Lopez,45,NEW,1,50,3,2013-10-28,13,50.00,50.00
11012,AW00022011,Richard Patterson,39,NEW,1,69,3,2013-11-29,11,69.00,69.00
11013,AW00022012,Regina Malhotra,40,NEW,1,15,2,2013-06-30,10,15.00,15.00
11014,AW00022013,Marcus Jenkins,39,NEW,1,565,3,2013-12-14,27,565.00,565.00
11015,AW00022014,Jose Gonzales,40,REGULAR,7,80,6,2014-01-08,2,40.00,11.43
11016,AW00022015,Mary Turner,39,NEW,1,5,1,2013-07-08,2,5.00,5.00
11017,AW00022016,Terrence Andersen,39,NEW,1,575,2,2013-12-25,16,575.00,575.00
11018,AW00022017,Sharon She,82,NEW,1,70,1,2013-06-05,5,70.00,70.00
11019,AW00022018,Todd Sun,83,NEW,1,77,2,2013-06-12,28,77.00,77.00
11020,AW00022019,Rachel Bryant,42,NEW,1,7,2,2013-02-27,11,7.00,7.00
11021,AW00022020,Jaime Shan,82,NEW,1,57,2,2013-09-26,14,57.00,57.00
11022,AW00022021,Ethan White,42,NEW,1,24,3,2013-11-02,8,24.00,24.00
11023,AW00022022,Christopher Davis,42,NEW,1,50,3,2013-11-12,28,50.00,50.00
11024,AW00022023,Rafael Chen,43,NEW,1,79,4,2013-03-20,21,79.00,79.00
11025,AW00022024,Samuel Chen,43,NEW,1,24,3,2013-05-03,7,24.00,24.00
11026,AW00022025,Riley Peterson,43,NEW,1,15,2,2013-07-08,2,15.00,15.00
11027,AW00022026,Bridget Kennedy,41,NEW,1,40,2,2013-08-29,12,40.00,40.00
11028,AW00022027,Franklin Luo,41,NEW,1,60,2,2013-05-11,30,60.00,60.00
11029,AW00022028,Jodi Shen,80,NEW,1,70,1,2013-02-02,8,70.00,70.00
11030,AW00022029,Laura Gao,80,NEW,1,31,2,2013-12-13,28,31.00,31.00
11031,AW00022030,Barbara Shen,80,VIP,20,4144,2,2013-11-27,13,2072.00,207.20
11032,AW00022031,Jorge Cai,79,VIP,20,3897,4,2013-11-20,20,1948.50,194.85
11033,AW00022032,Ivan Fernandez,77,VIP,19,3883,2,2013-11-01,9,1941.50,204.37
11034,AW00022033,Marshall Zhao,78,VIP,20,3918,3,2013-11-14,26,1959.00,195.90
11035,AW00022034,Seth Clark,44,NEW,1,15,2,2013-03-31,10,15.00,15.00
11036,AW00022035,Ryan Wilson,43,NEW,1,70,3,2013-03-31,10,70.00,70.00
11037,AW00022036,Gabriella Hall,44,NEW,1,1155,2,2013-12-16,25,1155.00,1155.00
11038,AW00022037,Angela Gonzales,45,NEW,1,45,4,2013-09-14,26,45.00,45.00
11039,AW00022038,Isabella Jackson,40,NEW,1,85,5,2013-02-04,6,85.00,85.00
11040,AW00022039,Marissa Simmons,46,NEW,1,35,2,2013-12-13,28,35.00,35.00
11041,AW00022040,Devin Brown,45,NEW,1,37,3,2013-05-16,25,37.00,37.00
11042,AW00022041,Paige Morris,47,VIP,35,4167,5,2013-12-22,19,2083.50,119.06
11043,AW00022042,Abigail Bryant,42,NEW,1,540,1,2013-03-18,23,540.00,540.00
11044,AW00022043,Trinity Cox,47,NEW,1,589,4,2013-04-06,4,589.00,589.00
11045,AW00022044,Connor Young,42,NEW,1,608,4,2013-04-11,29,608.00,608.00
11046,AW00022045,Cameron Chen,46,NEW,1,562,4,2013-04-13,27,562.00,562.00
11047,AW00022046,Jasmine Sanders,41,NEW,1,563,3,2013-04-05,5,563.00,563.00
11048,AW00022047,David Gonzales,46,NEW,1,24,3,2013-09-20,20,24.00,24.00
11049,AW00022048,Grace Washington,53,NEW,1,549,2,2013-04-09,1,549.00,549.00
11050,AW00022049,Allen Patel,47,NEW,1,15,2,2013-05-05,5,15.00,15.00
11051,AW00022050,Richard Bailey,52,VIP,28,4160,5,2013-06-16,24,2080.00,148.57
11052,AW00022051,Lauren Rogers,51,NEW,1,50,3,2013-12-22,19,50.00,50.00
11053,AW00022052,Zachary Butler,46,NEW,1,15,2,2013-02-09,1,15.00,15.00
11054,AW00022053,Jaime Goel,46,NEW,1,10,1,2013-10-06,4,10.00,10.00
11055,AW00022054,Russell Raji,51,NEW,1,563,3,2013-04-12,28,563.00,563.00
11056,AW00022055,Hannah Clark,46,NEW,1,24,3,2013-02-10,0,24.00,24.00
11057,AW00022056,Alex Howard,41,NEW,1,35,2,2013-09-07,3,35.00,35.00
11058,AW00022057,Kyle Ross,41,NEW,1,70,3,2014-01-11,30,70.00,70.00
11059,AW00022058,Jake Zukowski,41,VIP,33,4118,2,2013-12-01,9,2059.00,124.79
11060,AW00022059,Jonathan Johnson,42,NEW,1,7,2,2013-04-01,9,7.00,7.00
11061,AW00022060,Evan Hill,41,NEW,1,37,3,2013-03-07,3,37.00,37.00
11062,AW00022061,Jenny Goel,41,NEW,1,1145,2,2013-12-26,15,1145.00,1145.00
11063,AW00022062,Cameron Flores,42,NEW,1,1120,1,2013-12-20,21,1120.00,1120.00
11064,AW00022063,Joanna Suarez,74,NEW,1,79,2,2014-01-15,26,79.00,79.00
11065,AW00022064,Lawrence Carlson,75,NEW,1,70,1,2013-02-16,22,70.00,70.00
11066,AW00022065,Roy Martin,74,NEW,1,70,1,2013-02-26,12,70.00,70.00
11067,AW00022066,Paula Munoz,43,NEW,1,540,1,2013-04-01,9,540.00,540.00
11068,AW00022067,Julia Jackson,43,NEW,1,540,1,2013-04-26,14,540.00,540.00
11069,AW00022068,Sean James,57,NEW,1,24,3,2013-04-12,28,24.00,24.00
11070,AW00022069,Bailey Reed,51,NEW,1,23,3,2013-07-29,12,23.00,23.00
11071,AW00022070,Eduardo Brown,57,NEW,1,15,2,2013-08-06,4,15.00,15.00
11072,AW00022071,Gabriel Carter,56,NEW,1,74,4,2013-05-07,3,74.00,74.00
11073,AW00022072,Devin Russell,56,NEW,1,618,4,2013-03-31,10,618.00,618.00
11074,AW00022073,Timothy Sanders,57,NEW,1,74,4,2013-05-23,18,74.00,74.00
11075,AW00022074,Richard Washington,52,NEW,1,554,3,2013-04-28,12,554.00,554.00
11076,AW00022075,Pedro Patel,52,NEW,1,144,5,2013-09-27,13,144.00,144.00
11077,AW00022076,Nelson Vazquez,52,NEW,1,66,4,2013-05-26,15,66.00,66.00
11078,AW00022077,Marvin Rubio,58,NEW,1,30,1,2013-04-06,4,30.00,30.00
11079,AW00022078,William Martin,52,NEW,1,563,3,2013-04-28,12,563.00,563.00
11080,AW00022079,Katherine Perez,53,NEW,1,24,2,2013-10-09,1,24.00,24.00
11081,AW00022080,Caitlin Sanchez,53,NEW,1,57,2,2013-11-28,12,57.00,57.00
11082,AW00022081,Olivia Clark,53,NEW,1,30,1,2013-04-05,5,30.00,30.00
11083,AW00022082,Lucas Barnes,53,NEW,1,575,2,2013-04-13,27,575.00,575.00
11084,AW00022083,David Flores,59,NEW,1,155,3,2013-08-27,14,155.00,155.00
11085,AW00022084,Francis Gomez,53,NEW,1,70,3,2013-10-08,2,70.00,70.00
11086,AW00022085,Toni Mehta,53,NEW,1,35,2,2013-08-05,5,35.00,35.00
11087,AW00022086,Chelsea Sanchez,58,NEW,1,30,1,2013-06-12,28,30.00,30.00
11088,AW00022087,Joan Coleman,53,NEW,1,94,4,2013-07-10,0,94.00,94.00
11089,AW00022088,Hannah Diaz,59,NEW,1,570,3,2013-04-14,26,570.00,570.00
11090,AW00022089,Mason Gray,59,NEW,1,554,3,2013-04-08,2,554.00,554.00
11091,AW00022090,Alexandra Miller,64,NEW,1,32,2,2013-02-09,1,32.00,32.00
11092,AW00022091,Kayla Griffin,64,NEW,1,549,2,2013-04-25,15,549.00,549.00
11093,AW00022092,Andrea Young,65,NEW,1,563,3,2013-04-12,28,563.00,563.00
11094,AW00022093,Sydney Baker,65,NEW,1,589,4,2013-05-16,25,589.00,589.00
11095,AW00022094,Jared Watson,65,NEW,1,540,1,2013-05-08,2,540.00,540.00
11096,AW00022095,Brandon Perry,64,NEW,1,142,2,2013-11-10,0,142.00,142.00
11097,AW00022096,Bryce Cooper,66,NEW,1,134,4,2013-05-03,7,134.00,134.00
11098,AW00022097,David Anderson,79,NEW,1,62,3,2013-02-16,22,62.00,62.00
11099,AW00022098,Katherine Brooks,84,NEW,1,70,3,2013-06-28,12,70.00,70.00
11100,AW00022099,Joel Schmidt,85,NEW,1,563,3,2013-05-13,28,563.00,563.00
11101,AW00022100,Fernando Hall,43,NEW,1,91,4,2013-08-08,2,91.00,91.00
11102,AW00022101,Carol White,54,NEW,1,32,2,2013-10-06,4,32.00,32.00
11103,AW00022102,Eduardo Cox,54,NEW,1,85,3,2013-10-06,4,85.00,85.00
11104,AW00022103,Alexandra Hernandez,54,NEW,1,70,3,2013-05-23,18,70.00,70.00
11105,AW00022104,Richard Adams,60,NEW,1,554,3,2013-05-07,3,554.00,554.00
11106,AW00022105,Taylor Cooper,60,NEW,1,45,4,2014-01-01,9,45.00,45.00
11107,AW00022106,Olivia Long,49,NEW,1,554,3,2013-05-11,30,554.00,554.00
11108,AW00022107,Michael Jones,60,NEW,1,72,2,2013-06-12,28,72.00,72.00
11109,AW00022108,Eduardo Powell,66,NEW,1,85,3,2013-04-18,22,85.00,85.00
11110,AW00022109,Jonathan Mitchell,66,VIP,22,5971,3,2013-01-10,0,2985.50,271.41
11111,AW00022110,Eduardo King,65,NEW,1,35,2,2013-12-24,17,35.00,35.00
11112,AW00022111,Gabriella King,65,NEW,1,1174,2,2013-12-01,9,1174.00,1174.00
11113,AW00022112,Paige Reed,65,VIP,23,6047,4,2013-02-20,18,3023.50,262.91
11114,AW00022113,Katherine Garcia,61,NEW,1,589,4,2013-05-17,24,589.00,589.00
11115,AW00022114,Lucas Martin,66,VIP,27,4183,5,2013-05-30,11,2091.50,154.93
11116,AW00022115,Dalton Rogers,67,NEW,1,625,3,2013-05-07,3,625.00,625.00
11117,AW00022116,Robert Lopez,61,NEW,1,563,3,2013-05-28,13,563.00,563.00
11118,AW00022117,Sydney Perez,67,VIP,28,4158,4,2013-07-14,27,2079.00,148.50
11119,AW00022118,Jennifer Parker,67,VIP,28,4158,4,2013-07-26,15,2079.00,148.50
11120,AW00022119,Hailey Flores,61,NEW,1,563,3,2013-05-28,13,563.00,563.00
11121,AW00022120,Jennifer Perry,66,VIP,23,5962,2,2013-03-04,6,2981.00,259.22
11122,AW00022121,Jackson Henderson,68,VIP,25,5997,3,2013-05-28,13,2998.50,239.88
11123,AW00022122,Rachel Butler,67,NEW,1,94,4,2013-04-13,27,94.00,94.00
11124,AW00022123,Isabella Bailey,83,NEW,1,30,1,2013-05-24,17,30.00,30.00
11125,AW00022124,Desiree Alonso,82,NEW,1,35,2,2013-11-12,28,35.00,35.00
11126,AW00022125,Zachary Garcia,83,NEW,1,35,2,2013-03-11,30,35.00,35.00
11127,AW00022126,Rachel Ward,82,NEW,1,35,2,2013-08-20,21,35.00,35.00
11128,AW00022127,Marcus Thompson,76,NEW,1,90,3,2013-05-09,1,90.00,90.00
11129,AW00022128,Melissa Perry,82,VIP,26,4142,5,2013-07-25,16,2071.00,159.31
11130,AW00022129,Chloe Hall,81,NEW,1,575,2,2013-05-13,28,575.00,575.00
11131,AW00022130,Xavier Bryant,76,NEW,1,575,2,2013-05-09,1,575.00,575.00
11132,AW00022131,Jessica Cook,82,NEW,1,561,2,2013-05-19,22,561.00,561.00
11133,AW00022132,Rachael Mehta,82,NEW,1,563,4,2013-05-28,13,563.00,563.00
11134,AW00022133,Xavier Adams,81,NEW,1,556,4,2013-05-19,22,556.00,556.00
11135,AW00022134,Leonard Raji,80,NEW,1,144,5,2013-09-25,15,144.00,144.00
11136,AW00022135,Julia Hernandez,81,NEW,1,575,2,2013-05-06,4,575.00,575.00
11137,AW00022136,Devin Evans,80,NEW,1,554,3,2013-05-06,4,554.00,554.00
11138,AW00022137,Elizabeth Griffin,80,NEW,1,1184,4,2013-12-05,5,1184.00,1184.00
11139,AW00022138,Alexandra Brooks,79,NEW,1,37,3,2013-04-17,23,37.00,37.00
11140,AW00022139,Jaime Pal,74,NEW,1,549,2,2013-05-12,29,549.00,549.00
11141,AW00022140,Makayla Sanchez,78,NEW,1,1120,1,2013-12-25,16,1120.00,1120.00
11142,AW00022141,Jesse Carter,73,NEW,1,166,3,2013-08-26,15,166.00,166.00
11143,AW00022142,Nelson Alonso,79,NEW,1,72,5,2013-03-27,14,72.00,72.00
11144,AW00022143,Summer Prasad,78,NEW,1,40,2,2013-02-15,23,40.00,40.00
11145,AW00022144,Zachary Wang,79,NEW,1,90,3,2013-07-13,28,90.00,90.00
11146,AW00022145,Eduardo Kelly,79,NEW,1,37,3,2013-03-22,19,37.00,37.00
11147,AW00022146,Benjamin Chen,72,NEW,1,37,3,2013-12-11,30,37.00,37.00
11148,AW00022147,Brett Kapoor,73,NEW,1,70,1,2013-08-24,17,70.00,70.00
11149,AW00022148,Candace Prasad,73,NEW,1,70,1,2013-06-22,18,70.00,70.00
11150,AW00022149,Gregory Shen,72,NEW,1,124,2,2013-12-30,11,124.00,124.00
11151,AW00022150,Damien Liang,73,NEW,1,70,1,2013-03-11,30,70.00,70.00
11152,AW00022151,Neil Jimenez,72,NEW,1,134,2,2013-09-08,2,134.00,134.00
11153,AW00022152,Marcus King,42,NEW,1,1205,3,2013-12-07,3,1205.00,1205.00
11154,AW00022153,Alyssa Kelly,41,NEW,1,549,2,2013-05-28,13,549.00,549.00
11155,AW00022154,Yolanda Yuan,43,NEW,1,37,3,2013-02-04,6,37.00,37.00
11156,AW00022155,Steve Cai,72,NEW,1,70,1,2013-09-07,3,70.00,70.00
11157,AW00022156,Jamie Zheng,72,NEW,1,70,1,2013-03-06,4,70.00,70.00
11158,AW00022157,Maria Richardson,42,NEW,1,32,2,2013-10-08,2,32.00,32.00
11159,AW00022158,Amber Phillips,43,NEW,1,37,3,2013-06-06,4,37.00,37.00
11160,AW00022159,David Davis,43,NEW,1,32,2,2013-12-11,30,32.00,32.00
11161,AW00022160,Alex Richardson,42,NEW,1,37,3,2013-06-03,7,37.00,37.00
11162,AW00022161,Rachel Clark,42,NEW,1,72,5,2013-12-20,21,72.00,72.00
11163,AW00022162,Brad Yuan,43,NEW,1,70,3,2013-06-05,5,70.00,70.00
11164,AW00022163,Morgan Scott,43,NEW,1,37,3,2013-02-04,6,37.00,37.00
11165,AW00022164,Destiny Morris,42,NEW,1,563,3,2013-06-10,0,563.00,563.00
11166,AW00022165,Aaron Perez,43,NEW,1,191,3,2013-05-18,23,191.00,191.00
11167,AW00022166,Katherine Gray,43,NEW,1,70,3,2013-06-12,28,70.00,70.00
11168,AW00022167,Colleen Yang,65,NEW,1,124,2,2013-02-10,0,124.00,124.00
11169,AW00022168,Erica Wang,71,REGULAR,14,2997,4,2013-05-29,12,1498.50,214.07
11170,AW00022169,Jenny Li,69,NEW,1,79,2,2013-06-19,21,79.00,79.00
11171,AW00022170,Cynthia Martinez,69,REGULAR,14,2745,4,2013-05-03,7,1372.50,196.07
11172,AW00022171,Meredith Gonzalez,69,REGULAR,13,2722,2,2013-05-15,26,1361.00,209.38
11173,AW00022172,Cesar Sara,63,REGULAR,14,2932,8,2013-05-24,17,1466.00,209.43
11174,AW00022173,Bianca Cai,68,REGULAR,13,2736,4,2013-05-06,4,1368.00,210.46
11175,AW00022174,Micah Lu,68,REGULAR,13,3007,3,2013-04-30,10,1503.50,231.31
11176,AW00022175,Joy Dominguez,67,REGULAR,13,3018,3,2013-05-02,8,1509.00,232.15
11177,AW00022176,Alejandro Yang,66,NEW,1,101,4,2013-07-05,5,101.00,101.00
11178,AW00022177,Meghan Suarez,67,NEW,1,24,2,2013-07-13,28,24.00,24.00
11179,AW00022178,Jessica Bell,67,VIP,20,4233,4,2013-11-13,27,2116.50,211.65
11180,AW00022179,Abby Mehta,66,NEW,1,22,1,2013-06-15,25,22.00,22.00
11181,AW00022180,Joe Srini,60,VIP,20,4633,3,2013-11-05,5,2316.50,231.65
11182,AW00022181,Gary Romero,49,VIP,20,4674,5,2013-11-08,2,2337.00,233.70
11183,AW00022182,Madeline Parker,44,VIP,26,6006,4,2013-06-28,12,3003.00,231.00
11184,AW00022183,Benjamin Jones,44,NEW,1,32,2,2013-10-17,24,32.00,32.00
11185,AW00022184,Jeremy Carter,44,NEW,1,37,3,2013-10-13,28,37.00,37.00
11186,AW00022185,Connor Henderson,45,NEW,1,39,2,2013-03-26,15,39.00,39.00
11187,AW00022186,Jonathan Foster,44,NEW,1,1174,2,2013-12-23,18,1174.00,1174.00
11188,AW00022187,Hannah Russell,46,NEW,1,32,2,2014-01-01,9,32.00,32.00
11189,AW00022188,Sarah Barnes,41,NEW,1,1179,3,2013-12-20,21,1179.00,1179.00
11190,AW00022189,Linda Hernandez,47,NEW,1,549,2,2013-06-20,20,549.00,549.00
11191,AW00022190,Carlos Richardson,44,NEW,1,37,3,2013-10-22,19,37.00,37.00
11192,AW00022191,Jack Adams,44,NEW,1,94,4,2013-05-17,24,94.00,94.00
11193,AW00022192,Henry Zimmerman,43,NEW,1,85,3,2013-06-24,16,85.00,85.00
11194,AW00022193,Toni Garcia,64,VIP,19,4886,2,2013-10-31,10,2443.00,257.16
11195,AW00022194,Bruce Sai,54,VIP,20,4634,3,2013-11-26,14,2317.00,231.70
11196,AW00022195,Philip Romero,64,VIP,20,4909,5,2013-12-03,7,2454.50,245.45
11197,AW00022196,Francis Romero,58,VIP,20,4633,3,2013-12-04,6,2316.50,231.65
11198,AW00022197,Larry Dominguez,63,VIP,20,4741,6,2013-12-04,6,2370.50,237.05
11199,AW00022198,Frank Hernandez,52,VIP,20,4662,4,2013-11-30,10,2331.00,233.10
11200,AW00022199,David Lee,64,VIP,20,4694,5,2013-12-09,1,2347.00,234.70
11201,AW00022200,Martha Ye,63,VIP,21,4660,3,2013-12-15,26,2330.00,221.90
11202,AW00022201,Lindsey Luo,63,VIP,19,5012,6,2013-12-09,1,2506.00,263.79
11203,AW00022202,Roberto Diaz,63,VIP,20,4672,6,2013-12-28,13,2336.00,233.60
11204,AW00022203,Alisha Zheng,56,VIP,19,4625,2,2013-12-04,6,2312.50,243.42
11205,AW00022204,Dustin Xie,62,NEW,1,42,3,2013-07-15,26,42.00,42.00
11206,AW00022205,Bobby Saunders,61,NEW,1,121,3,2013-07-20,21,121.00,121.00
11207,AW00022206,Cynthia Rodriguez,56,NEW,1,201,4,2013-08-12,29,201.00,201.00
11208,AW00022207,Nancy Sanchez,62,VIP,20,4921,3,2013-12-27,14,2460.50,246.05
11209,AW00022208,Candice Liang,60,NEW,1,42,3,2013-03-31,10,42.00,42.00
11210,AW00022209,Cedric Shen,61,NEW,1,75,3,2013-05-03,7,75.00,75.00
11211,AW00022210,Martha Yang,55,NEW,1,35,1,2013-06-11,29,35.00,35.00
11212,AW00022211,Richard Gray,46,NEW,1,37,3,2013-05-15,26,37.00,37.00
11213,AW00022212,Kara Xu,61,NEW,1,40,2,2013-05-03,7,40.00,40.00
11214,AW00022213,Jay Patel,61,NEW,1,59,3,2013-02-27,11,59.00,59.00
11215,AW00022214,Sabrina Ruiz,56,NEW,1,42,3,2013-09-29,11,42.00,42.00
11216,AW00022215,Samuel Lal,53,NEW,1,79,4,2013-04-14,26,79.00,79.00
11217,AW00022216,Marcus Howard,48,NEW,1,564,2,2013-06-11,29,564.00,564.00
11218,AW00022217,Dylan Powell,62,NEW,1,61,4,2014-01-17,24,61.00,61.00
11219,AW00022218,Christian Bryant,63,NEW,1,1155,2,2013-12-24,17,1155.00,1155.00
11220,AW00022219,Juha-Pekka Posti,63,NEW,1,13,2,2013-11-22,18,13.00,13.00
11221,AW00022220,Brandon Sharma,58,NEW,1,1179,3,2013-12-26,15,1179.00,1179.00
11222,AW00022221,Benjamin Kumar,57,NEW,1,1155,2,2013-12-14,27,1155.00,1155.00
11223,AW00022222,Angel Hill,62,NEW,1,94,4,2013-12-19,22,94.00,94.00
11224,AW00022223,Gabrielle Parker,63,NEW,1,35,2,2013-09-27,13,35.00,35.00
11225,AW00022224,Katherine Alexander,63,NEW,1,624,5,2013-06-10,0,624.00,624.00
11226,AW00022225,Jessica Murphy,63,NEW,1,604,2,2013-06-27,13,604.00,604.00
11227,AW00022226,Morgan Sanders,63,NEW,1,35,2,2013-03-18,23,35.00,35.00
11228,AW00022227,Barbara Cai,64,NEW,1,35,2,2013-03-26,15,35.00,35.00
11229,AW00022228,Katelyn Gonzalez,63,NEW,1,37,3,2013-10-31,10,37.00,37.00
